feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,transaction_amount,transaction_hour,is_international,fraud
0.16776928726282375,1.5473759401833351,-1.1263448312006994,-0.7565230733455232,-0.12761195969200023,1.7059893551091847,-2.902205069860087,-0.3976253518785835,2.257095491744455,-0.3062176199114996,64.57,12,0,0
1.7787524171690268,1.5990531094040459,-0.7993109676485716,-5.159150768533908,-1.1357479184313286,-2.2571946672146543,-1.3087612176507402,0.28248489506455676,2.6187499806572667,-0.30998448730443523,323.36,21,0,0
0.505875946703739,1.6610150404042903,-0.8742899143358059,-2.2524157154342603,-0.2987657475485158,-0.24581284013837013,-1.2604809517768754,0.3504250636792602,1.5955762586682396,1.4727972240789324,90.55,5,0,0
0.9266411631236976,0.8438212648431069,-1.409616062650578,-3.774731534543387,-1.838048106399456,-1.5055455193234575,-0.4341527599616322,1.506542495849617,-0.18814971297890004,0.06079072534737946,137.92,1,0,0
0.029106176090742855,-0.6103392273524921,-2.864737633191469,-5.500835810094418,1.1992971162046995,0.020249638304113082,-2.7451446854085866,3.5043824166140407,3.469982209845152,0.8538079976122384,56.21,13,1,0
-0.4964950212473154,1.8596814184553878,0.6853758438300319,1.1678250101991008,-1.406556902833734,1.6011387741380456,-2.8433817414193268,-0.9608711410748423,1.042506011438114,-0.821143021892283,33.23,6,0,0
-0.31408967221821693,2.769236496340425,-0.9398332478618047,-2.3516825656347486,-1.3436384897422617,-0.9167822092759609,-0.44574066012048996,-1.0595792620912505,0.8319679432106144,-0.7596551775402187,39.88,5,0,0
-0.4438708610613338,0.009288343502581897,-2.153479025038681,0.2886868569950445,2.0009758220775646,1.6655261789281068,0.2568836119972376,0.3997748761949872,0.30394978661859984,-1.8467567027830694,35.03,14,1,0
1.1277146915626994,-0.7413686092757727,-2.0669472122749566,-1.438812745026475,0.8763451608925269,2.9691468294637495,-4.780596452597499,0.2876121914641764,3.9545768183813514,0.14531527736462924,168.63,3,0,0
0.3982821042988582,2.3930557714529006,-0.4165669620449688,-2.857460064947955,-2.3043401140031268,-1.808722810687429,-0.3057881634148367,-1.5648162346377095,0.5852552271566573,0.539367096500596,81.31,22,0,0
-1.260408314602761,2.3899847909206864,-0.5837907148840626,-0.8400253471183428,2.971734809130064,-1.5935411032676556,3.536482446863438,-0.47427896162736394,0.6208813025683096,-1.0550275483061775,15.48,19,0,0
1.3038191243713537,1.4286548728798383,-0.7656919017844376,-2.8940632201507204,-1.9305136459822951,-1.0460267313457225,-1.0696444775841936,0.7007321382252885,0.33173692282244494,1.3603949534178836,201.1,2,0,0
-0.11909632923836583,0.9731836443975816,-0.8600527397544117,1.1837299728555275,2.0171435813514975,1.1159005344628958,1.1006245826089565,1.699935296101743,-0.6905373912467063,-0.3771662628657022,48.47,18,0,0
-3.402201123706043,0.38450906712718325,-0.9180691803132395,-5.031904382745053,0.16395481545242707,-1.0863768622220378,-2.74395526963666,1.8429737875901715,3.8810234471116356,-0.19368712908742566,1.82,15,0,0
2.1652515173308204,1.7070665896784556,-0.8872064308307867,-4.246856446832393,-2.537079183637668,-1.9546692651851065,-0.8549398372154081,2.0572455784073194,-0.12894429852332823,-0.8932658205233218,475.92,19,0,0
